Qty;PN;Description;Reference
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";5A1W10P2
1;PP-002D-01;"CONN, BARREL, POWER, MALE, 1.35 ID X 3.5 OD X 9MM L";5A1W10P3
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W11
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W12
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W13
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W14
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W15
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W16
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W17
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W18
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W19
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A1W20
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";5A1W21
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";5A1W22
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";5A1W23
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";5A1W24
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";5A2A1W1J1
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";5A2A2W1J1
1;SMR-02V-B;"CONN, RCPT, HSG, 2POS, 2.50MM, JST SM";5A2A3W1J1
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W1P1
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W2P1
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W3P1
1;M20-1060300;"CONN, RCPT, HSG, 3POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W4P1
1;M20-1060300;"CONN, RCPT, HSG, 3POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W5P1
1;M20-1070500;"CONN, RCPT, HSG, 10POS, 2ROW, 2.54MM, ""DUPONT""";5A2A4W6P1
1;M20-1060400;"CONN, RCPT, HSG, 4POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W6P2
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W6P3
1;M20-1060200;"CONN, RCPT, HSG, 2POS, 1ROW, 2.54MM, ""DUPONT""";5A2A4W6P4
1;M20-1070400;"CONN, RCPT, HSG, 8POS, 2ROW, 2.54MM, ""DUPONT""";5A2W1P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A2W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A2W1P4
1;M20-1070400;"CONN, RCPT, HSG, 8POS, 2ROW, 2.54MM, ""DUPONT""";5A2W1P6
1;SMP-02V-BC;"CONN, PLUG, HSG, 2POS, 2.50MM, JST SM";5A2W1P7
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";5A2W1P8
1;SMP-04V-BC;"CONN, PLUG, HSG, 4POS, 2.50MM, JST SM";5A2W1P9
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";5A5A1L1P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A5A1W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A5A1W2P4
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";5A5A1Y1P1
1;SMR-05V-B;"CONN, RCPT, HSG, 5POS, 2.50MM, JST SM";5A5A2W1J1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A6A1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A6A1P4
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";5A7A1L1P1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A7A1W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A7A1W2P4
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A8A1W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A8A1W2P4
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A9A1W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A9A1W2P4
1;SMR-06V-B;"CONN, RCPT, HSG, 6POS, 2.50MM, JST SM";5A10A1W1J1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";5A10A2L1P1
1;SMR-05V-B;"CONN, RCPT, HSG, 5POS, 2.50MM, JST SM";5A10A2W1J1
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A10W1P3
1;M20-1070600;"CONN, RCPT, HSG, 12POS, 2ROW, 2.54MM, ""DUPONT""";5A10W1P4
1;SMP-05V-BC;"CONN, PLUG, HSG, 5POS, 2.50MM, JST SM";5A10W1P5
1;SMP-05V-BC;"CONN, PLUG, HSG, 5POS, 2.50MM, JST SM";5A10W1P6
1;SMP-06V-BC;"CONN, PLUG, HSG, 6POS, 2.50MM, JST SM";5A10W1P7
1;3814;JST PH 2 PIN CABLE MALE HEADER 2;5A10W2J1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";5A10W2P1
1;1681-02C;"CABLE, USB-B PNL MNT RCPT TO USB MCR-B, USB 3.0, 2' L";5A11A1W1
1;ABSIS-CA-G-XXX;"CABLE, ABSIS, TYPE-G";5A11A1W2
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";5A11A1W3
1;ABSIS-CA-F-XXX;"CABLE, ABSIS, TYPE-F";5A11A1W4
1;39-01-2221;"CONN, PLUG, HSG, 22POS, 2ROW, 4.20MM, MOLEX 5559 MINI-FIT JR";5A11A1W5J1
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A11A1W6
1;ABSIS-CA-B-XXX;"CABLE, ABSIS, TYPE-B";5A11A1W7
1;ABSIS-CA-C-XXX;"CABLE, ABSIS, TYPE-C";5A11A1W8
1;AK67421-2;"CABLE, USB-A MALE TO USB MICRO-B MALE, USB 2.0, 2.0m L";5A11A1W10
1;1698-03C;"CABLE, USB-A PNL MNT RCPT TO USB-A, USB 3.0, 3' L";5A11A2W1
1;SMR-08V-B;"CONN, RCPT, HSG, 8POS, 2.50MM, JST SM";10A1A1W1P1
1;SMR-04V-B;"CONN, RCPT, HSG, 4POS, 2.50MM, JST SM";10A1A1W2P1
1;PHR-2;"CONN, PLUG, HSG, 2POS, 2.00MM, JST PH";A4A9A1A1W1P1
1;PHR-5;"CONN, PLUG, HSG, 5POS, 2.00MM, JST PH";A4A9A1A1W2P1
1;PHR-6;"CONN, PLUG, HSG, 6POS, 2.00MM, JST PH";A4A9A1A1W3P1
1;PHR-3;"CONN, PLUG, HSG, 3POS, 2.00MM, JST PH";A4A9A1A1W4P1
1;PHR-3;"CONN, PLUG, HSG, 3POS, 2.00MM, JST PH";A4A9A1A1W5P1
1;PHR-3;"CONN, PLUG, HSG, 3POS, 2.00MM, JST PH";A4A9A1A1W6P1
1;CB-UA35;"ADAPTER, CABLE, FEMALE 3.5mm STEREO TO USB-A";A10A1
22;39-00-0209;"CONN, 26AWG, FEMALE, CRIMP TIN";0A1W6P1
22;39-00-0209;"CONN, 26AWG, FEMALE, CRIMP TIN";0A1W6P2
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A1W6P3
4;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";1A1W6P4
4;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";1A1W6P5
2;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A2W1P1
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A2W1P2
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A2W1P3
6;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W1P1
6;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W1P3
4;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W2P6
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W3P5
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W4P4
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A3A1W5P8
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A6W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A7W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A7W2P4
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8A1W1P1
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W2P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W3P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W4P1
6;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W5P1
6;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W5P2
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W7P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W8P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";1A8W9P1
6;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W1P1
6;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W1P3
4;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W2P6
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W3P5
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W4P4
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";1A9A1W5P8
6;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A2A1A3W1J1
5;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A2A1A3W1J?
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A2A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A2A1W1P4
6;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A2A1W1P5
8;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A2A1W1P6
6;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A2A1W1P7
6;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";2A3A1W1P1
6;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A3A1W1P2
4;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";2A3A1W2P1
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";2A3A1W3P1
3;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";2A3A1W4P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A4A1W1P3
10;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A4A1W1P4
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A4A1W2P4
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A4A1W2P5
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A5A1W1P4
2;50-29-1900;"CONN, 24-30AWG, FEMALE, CRIMP TIN";2A5A1W1P5
8;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A5A1W1P6
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A5A1W2P3
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A5A1W2P4
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A5A1W2P5
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A5A1W2P6
8;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A5A1W3J1
5;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1A1SW1P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1A1SW2P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1A2RV1P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1A4SW1P1
10;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W1P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W1P2
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W1P3
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W1P4
14;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W2P1
14;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W2P2
10;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W3P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W3P2
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W3P3
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A7A1W3P4
2;39-00-0083;"CONN, 16AWG, MALE, CRIMP TIN";2A8A1W1P1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A10W1P1
22;39-00-0048;"CONN, 26AWG, MALE, CRIMP TIN";2A12A1W5J1
8;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A12A1W5J2
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A12A1W5J3
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A12A1W5J4
22;39-00-0048;"CONN, 26AWG, MALE, CRIMP TIN";2A12A2W4J1
2;39-00-0122;"CONN, 16AWG, MALE, CRIMP TIN";2A12A4W1P1
2;39-00-0122;"CONN, 16AWG, MALE, CRIMP TIN";2A12A4W1P2
2;39-00-0122;"CONN, 16AWG, MALE, CRIMP TIN";2A12A4W2P1
2;39-00-0122;"CONN, 16AWG, MALE, CRIMP TIN";2A12A4W2P2
8;39-00-0081;"CONN, 16AWG, MALE, CRIMP TIN";2A12A5W3J1
8;39-00-0211;"CONN, 16AWG, FEMALE, CRIMP TIN";2A12A5W3P1
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";2A13W3J1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A13W3P1
4;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";2A14W6P2
4;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";2A14W6P3
2;39-00-0211;"CONN, 16AWG, FEMALE, CRIMP TIN";2A14W6P6
2;39-00-0211;"CONN, 16AWG, FEMALE, CRIMP TIN";2A14W6P7
8;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A15W2P1
8;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";2A15W2P2
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A15W3P1
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";2A15W3P2
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";3A2A1W1J1
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";3A2A1W1J2
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";3A2A1W1J3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";3A2A1W1P3
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";3A2A1W2J1
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";3A2A1W2J2
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";3A2A1W2P4
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";3A2A1W3P1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";3A2A1W4P1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";3A2A1W5P1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";3A2A1W6P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";3A3A1W1P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";3A3A1W1P2
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";3A3A1W2P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";3A3A1W2P2
5;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";3A3A1W3P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A1W11P6
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A2A1A2W1P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A2A1L1P1
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A2A1W1J1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A2A1W1P3
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A3A1L1P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A3A1L2P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A3A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A3A1W2P4
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A3A2W1P1
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A3A3W1J1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A3A3W1P3
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A3A3W2J1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A3A3W2P4
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A3A3W2P6
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A4A1W1P1
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A4A2W1J1
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A4A2W1J2
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A4A2W1P3
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A4A3W1P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A5A1A1W1P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A5A1L1P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A5A2L1P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A5A2L2P1
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A5A2W1J1
5;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A5A2W1J2
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A5A2W1P4
5;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A5A2W2P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A6A1W1P4
20;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A7A1W1P4
20;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A7A1W2P6
6;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A7A1W3J1
20;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A7A1W3P3
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A7A2W1J1
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A7A2W1J2
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";4A7A2W1P1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A7A3W1P1
6;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A7A4J1
5;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A8A1W1P1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A8A2W1P1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A8A3W1P1
5;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W1P1
5;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W1P2
4;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W2P1
3;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W3P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W4P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W4P2
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W5P1
6;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W5P2
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W6P1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";4A9A1W7P1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";4A10W1P1
8;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A13A1W5J2
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A13A1W5J3
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";4A13A1W5J4
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A2A1W1J1
4;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A2A2W1J1
2;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A2A3W1J1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W1P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W2P1
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W3P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W4P1
3;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W5P1
10;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W6P1
4;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W6P2
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W6P3
2;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2A4W6P4
8;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2W1P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2W1P4
8;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A2W1P6
2;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A2W1P7
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A2W1P8
4;SHF-001T-0.8BS;"CONN, 22-28AWG, FEMALE, CRIMP TIN";5A2W1P9
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";5A5A1L1P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A5A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A5A1W2P4
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";5A5A1Y1P1
5;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A5A2W1J1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A6A1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A6A1P4
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";5A7A1L1P1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A7A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A7A1W2P4
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A8A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A8A1W2P4
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A9A1W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A9A1W2P4
6;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A10A1W1J1
2;SPH-002T-P0.5L;"CONN, 24-28AWG, FEMALE, CRIMP TIN";5A10A2L1P1
5;SYM-001T-P0.6(N);"CONN, 22-28AWG, MALE, CRIMP TIN";5A10A2W1J1
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A10W1P3
12;M20-1160042;"CONN, 22-30AWG, FEMALE, CRIMP TIN";5A10W1P4
